目录,文件,GENERAL,ZERO_DISORDER,ZERO_NUM,ZERO_RESULT,当前顺序赢钱,当前顺序赢分,当前顺序中奖项,列内打乱后可能赢钱_全列6格,全列6格可能中奖项,仅有效格打乱后可能赢钱,仅有效格可能中奖项
reel_config,mjwl_rand_ex_17.conf,1,0,200,139,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,140,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,141,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,142,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,143,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,144,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,145,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,146,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,147,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,148,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,149,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,150,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,151,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,152,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,153,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,154,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,155,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,156,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,157,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,158,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,159,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,160,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,161,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,162,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,163,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,164,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,165,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,166,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,167,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,168,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,169,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,170,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,171,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,172,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,173,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,174,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,175,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,176,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,177,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,178,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,179,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,180,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,181,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,182,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,183,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,184,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,185,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,186,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,187,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,188,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,189,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,190,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,191,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,192,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,193,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,194,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,195,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,196,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,197,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,198,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,199,否,0,,否,,否,
reel_config,mjwl_rand_ex_17.conf,1,0,200,200,否,0,,否,,否,
reel_config,mjwl_rand_ex_4.conf,1,0,1,1,否,0,,否,,否,
reel_config,mjwl_rand_ex_8.conf,1,0,200,1,是,6000,4:3:ways2:win6000,是,4:3:left,是,4:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,2,是,500,9:3:ways1:win500,是,9:3:left,是,9:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,3,是,6000,4:3:ways2:win6000,是,4:3:left,是,4:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,4,是,7500,5:5:ways1:win7500,是,5:5:left,是,5:5:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,5,是,1500,10:3:ways3:win1500,是,10:3:left,是,10:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,6,是,500,10:3:ways1:win500,是,10:3:left,是,10:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,7,是,1500,7:3:ways1:win1500,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,8,是,5000,5:4:ways1:win5000,是,5:4:left,是,5:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,9,是,1000,10:3:ways2:win1000,是,10:3:left,是,10:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,10,是,4000,3:3:ways1:win4000,是,3:3:left,是,3:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,11,是,5000,2:3:ways1:win5000,是,2:3:left,是,2:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,12,是,5000,2:3:ways1:win5000,是,2:3:left,是,2:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,13,是,1500,7:3:ways1:win1500,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,14,是,3000,6:3:ways2:win3000,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,15,是,1500,6:3:ways1:win1500,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,16,是,1500,6:3:ways1:win1500,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,17,是,1000,8:3:ways1:win1000,是,8:3:left,是,8:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,18,是,5000,2:3:ways1:win5000,是,2:3:left,是,2:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,19,是,6000,10:5:ways2:win6000,是,10:5:left,是,10:5:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,20,是,1500,7:3:ways1:win1500,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,21,是,5000,7:4:ways2:win5000,是,7:4:left,是,7:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,22,是,1500,7:3:ways1:win1500,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,23,是,5000,5:4:ways1:win5000,是,5:4:left,是,5:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,24,是,1500,7:3:ways1:win1500,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,25,是,5000,2:3:ways1:win5000,是,2:3:left,是,2:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,26,是,1500,6:3:ways1:win1500,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,27,是,3000,6:3:ways2:win3000,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,28,是,6000,6:5:ways1:win6000,是,6:5:left,是,6:5:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,29,是,6000,4:3:ways2:win6000,是,4:3:left,是,4:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,30,是,6000,4:3:ways2:win6000,是,4:3:left,是,4:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,31,是,3000,6:3:ways2:win3000,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,32,是,8000,3:3:ways2:win8000,是,3:3:left,是,3:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,33,是,2500,5:3:ways1:win2500,是,5:3:left,是,5:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,34,是,1000,10:3:ways2:win1000,是,10:3:left,是,10:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,35,是,5000,2:3:ways1:win5000,是,2:3:left,是,2:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,36,是,1500,6:3:ways1:win1500,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,37,是,1000,9:3:ways2:win1000,是,9:3:left,是,9:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,38,是,4000,3:3:ways1:win4000,是,3:3:left,是,3:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,39,是,3000,6:3:ways2:win3000,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,40,是,1000,10:3:ways2:win1000,是,10:3:left,是,10:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,41,是,4000,3:3:ways1:win4000,是,3:3:left,是,3:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,42,是,1500,7:3:ways1:win1500,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,43,是,1500,7:3:ways1:win1500,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,44,是,5000,5:4:ways1:win5000,是,5:4:left,是,5:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,45,是,6000,10:5:ways2:win6000,是,10:5:left,是,10:5:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,46,是,1500,10:4:ways1:win1500,是,10:4:left,是,10:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,47,是,3000,7:3:ways2:win3000,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,48,是,2500,6:4:ways1:win2500,是,6:4:left,是,6:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,49,是,2000,8:3:ways2:win2000,是,8:3:left,是,8:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,50,是,3000,9:4:ways2:win3000,是,9:4:left,是,9:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,51,是,500,9:3:ways1:win500,是,9:3:left,是,9:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,52,是,3000,4:3:ways1:win3000,是,4:3:left,是,4:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,53,是,4000,3:3:ways1:win4000,是,3:3:left,是,3:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,54,是,500,10:3:ways1:win500,是,10:3:left,是,10:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,55,是,3000,6:3:ways2:win3000,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,56,是,1500,9:4:ways1:win1500,是,9:4:left,是,9:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,57,是,1500,10:4:ways1:win1500,是,10:4:left,是,10:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,58,是,2500,6:4:ways1:win2500,是,6:4:left,是,6:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,59,是,5000,2:3:ways1:win5000,是,2:3:left,是,2:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,60,是,2000,8:4:ways1:win2000,是,8:4:left,是,8:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,61,是,2500,5:3:ways1:win2500,是,5:3:left,是,5:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,62,是,1500,9:4:ways1:win1500,是,9:4:left,是,9:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,63,是,1500,7:3:ways1:win1500,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,64,是,4000,3:3:ways1:win4000,是,3:3:left,是,3:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,65,是,1000,9:3:ways2:win1000,是,9:3:left,是,9:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,66,是,1500,6:3:ways1:win1500,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,67,是,500,9:3:ways1:win500,是,9:3:left,是,9:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,68,是,1000,10:3:ways2:win1000,是,10:3:left,是,10:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,69,是,5000,5:3:ways2:win5000,是,5:3:left,是,5:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,70,是,1000,9:3:ways2:win1000,是,9:3:left,是,9:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,71,是,8000,3:3:ways2:win8000,是,3:3:left,是,3:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,72,是,2000,8:3:ways2:win2000,是,8:3:left,是,8:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,73,是,5000,2:3:ways1:win5000,是,2:3:left,是,2:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,74,是,2000,8:3:ways2:win2000,是,8:3:left,是,8:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,75,是,2500,6:4:ways1:win2500,是,6:4:left,是,6:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,76,是,3000,9:5:ways1:win3000,是,9:5:left,是,9:5:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,77,是,1000,8:3:ways1:win1000,是,8:3:left,是,8:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,78,是,4000,3:3:ways1:win4000,是,3:3:left,是,3:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,79,是,3000,6:3:ways2:win3000,是,6:3:left,是,6:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,80,是,3000,10:4:ways2:win3000,是,10:4:left,是,10:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,81,是,1000,9:3:ways2:win1000,是,9:3:left,是,9:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,82,是,500,9:3:ways1:win500,是,9:3:left,是,9:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,83,是,3000,7:3:ways2:win3000,是,7:3:left,是,7:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,84,是,1000,8:3:ways1:win1000,是,8:3:left,是,8:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,85,是,5000,2:3:ways1:win5000,是,2:3:left,是,2:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,86,是,5000,5:4:ways1:win5000,是,5:4:left,是,5:4:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,87,是,3000,4:3:ways1:win3000,是,4:3:left,是,4:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,88,是,2500,5:3:ways1:win2500,是,5:3:left,是,5:3:left
reel_config,mjwl_rand_ex_8.conf,1,0,200,89,是,4500,8:3:ways4:win4000|10:3:ways1:win500,是,8:3:left|10:3:left,是,8:3:left|10:3:left
